120.83.111.64  ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
112.95.194.3   ,1080 ,透明   ,HTTP ,广东深圳
49.86.176.201  ,9999 ,高匿   ,HTTP ,江苏
113.121.47.195 ,9999 ,高匿   ,HTTP ,山东烟台
111.75.223.9   ,35918,高匿   ,HTTP ,江西
113.121.21.232 ,808  ,高匿   ,HTTPS,山东
113.12.202.50  ,40498,高匿   ,HTTPS,广西南宁
111.177.168.249,9999 ,高匿   ,HTTPS,湖北随州
111.177.169.86 ,9999 ,高匿   ,HTTPS,湖北随州
106.15.42.179  ,33543,高匿   ,HTTPS,
60.10.22.229   ,56086,高匿   ,HTTPS,河北廊坊
171.83.165.25  ,9999 ,高匿   ,HTTP ,
118.181.226.216,36430,高匿   ,HTTP ,甘肃兰州
60.216.101.46  ,59351,高匿   ,HTTP ,山东济南
163.125.183.235,8118 ,高匿   ,HTTPS,广东深圳
120.83.96.192  ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
115.219.173.191,8118 ,高匿   ,HTTPS,浙江温州
1.198.111.26   ,9999 ,高匿   ,HTTPS,河南
59.32.37.220   ,8010 ,高匿   ,HTTPS,广东河源
61.142.72.154  ,30074,高匿   ,HTTPS,广东中山
115.238.59.86  ,53400,高匿   ,HTTPS,浙江杭州
115.29.214.175 ,8118 ,高匿   ,HTTP ,北京
222.89.248.222 ,35045,高匿   ,HTTP ,河南商丘市永城
110.189.152.86 ,52277,高匿   ,HTTPS,四川自贡
58.209.5.94    ,9999 ,高匿   ,HTTP ,江苏苏州
163.204.240.170,9999 ,高匿   ,HTTP ,广东
59.62.121.237  ,9999 ,高匿   ,HTTP ,江西鹰潭
223.241.79.192 ,8010 ,高匿   ,HTTPS,安徽芜湖
115.219.47.11  ,8118 ,高匿   ,HTTP ,浙江温州
180.167.197.54 ,808  ,高匿   ,HTTP ,上海
180.164.24.165 ,53281,高匿   ,HTTPS,上海
112.87.68.8    ,9999 ,高匿   ,HTTP ,江苏宿迁
125.123.139.148,9999 ,高匿   ,HTTP ,浙江嘉兴
120.84.101.243 ,9999 ,高匿   ,HTTP ,广东珠海
113.121.47.96  ,9999 ,高匿   ,HTTPS,山东烟台
60.13.42.3     ,9999 ,高匿   ,HTTP ,甘肃平凉
1.197.204.82   ,9999 ,高匿   ,HTTP ,河南济源
180.116.12.119 ,9999 ,高匿   ,HTTP ,江苏常州
123.163.122.23 ,9999 ,高匿   ,HTTP ,河南洛阳
36.248.133.30  ,9999 ,高匿   ,HTTP ,福建福州
175.42.122.230 ,9999 ,高匿   ,HTTP ,福建宁德
112.87.70.241  ,9999 ,高匿   ,HTTP ,江苏宿迁
163.204.241.14 ,9999 ,高匿   ,HTTP ,广东
163.204.241.240,9999 ,高匿   ,HTTP ,广东
113.121.20.235 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
163.204.245.245,9999 ,高匿   ,HTTPS,广东
112.85.170.34  ,9999 ,高匿   ,HTTP ,江苏南通
1.192.240.85   ,9999 ,高匿   ,HTTPS,河南郑州
112.85.169.158 ,9999 ,高匿   ,HTTP ,江苏南通
42.55.252.27   ,1133 ,高匿   ,HTTPS,辽宁
120.83.106.240 ,9999 ,高匿   ,HTTP ,广东揭阳
112.85.169.49  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.168.136 ,9999 ,高匿   ,HTTPS,江苏南通
120.83.111.212 ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
112.85.130.189 ,9999 ,高匿   ,HTTP ,江苏南通
1.198.72.145   ,9999 ,高匿   ,HTTP ,河南
113.121.21.22  ,9999 ,高匿   ,HTTP ,山东
60.217.64.237  ,31923,高匿   ,HTTP ,山东威海
112.87.68.15   ,9999 ,高匿   ,HTTPS,江苏宿迁
163.204.240.4  ,9999 ,高匿   ,HTTPS,广东
112.85.168.217 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.130.240 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.170.32  ,9999 ,高匿   ,HTTP ,江苏南通
113.121.20.225 ,9999 ,高匿   ,HTTP ,山东烟台市莱阳
163.204.242.54 ,9999 ,高匿   ,HTTPS,广东
1.198.73.7     ,9999 ,高匿   ,HTTPS,河南
171.80.2.44    ,9999 ,高匿   ,HTTPS,
180.104.107.46 ,45700,高匿   ,HTTPS,江苏苏州
122.193.246.242,9999 ,高匿   ,HTTPS,江苏南通
112.85.130.205 ,9999 ,高匿   ,HTTPS,江苏南通
112.87.69.30   ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.148.231 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.149.223 ,9999 ,高匿   ,HTTPS,江苏南通
1.199.31.141   ,9999 ,高匿   ,HTTP ,河南漯河
112.85.150.159 ,9999 ,高匿   ,HTTPS,江苏南通
123.180.68.156 ,8010 ,高匿   ,HTTPS,河北邢台
121.63.199.235 ,9999 ,高匿   ,HTTP ,湖北襄阳
122.193.246.248,9999 ,高匿   ,HTTP ,江苏南通
112.87.68.23   ,9999 ,高匿   ,HTTP ,江苏宿迁
114.99.167.118 ,808  ,高匿   ,HTTPS,安徽安庆
113.121.20.63  ,9999 ,高匿   ,HTTP ,山东烟台市莱阳
119.49.246.19  ,8080 ,高匿   ,HTTP ,吉林
163.204.246.143,9999 ,高匿   ,HTTPS,广东
222.89.32.164  ,8070 ,高匿   ,HTTPS,河南济源
27.192.68.104  ,53281,高匿   ,HTTPS,山东潍坊
123.163.97.77  ,9999 ,高匿   ,HTTP ,河南洛阳
182.34.32.161  ,9999 ,高匿   ,HTTPS,山东烟台
113.124.94.59  ,9999 ,高匿   ,HTTPS,山东烟台
27.43.188.126  ,9999 ,高匿   ,HTTP ,广东梅州
182.34.32.46   ,9999 ,高匿   ,HTTP ,山东烟台
163.204.92.233 ,9999 ,高匿   ,HTTP ,广东梅州
49.86.183.105  ,9999 ,高匿   ,HTTP ,江苏
117.91.248.201 ,9999 ,高匿   ,HTTP ,江苏扬州
58.58.213.55   ,8888 ,高匿   ,HTTPS,山东
112.85.165.186 ,9999 ,高匿   ,HTTP ,江苏南通
1.197.203.14   ,9999 ,高匿   ,HTTPS,河南济源
122.193.244.103,9999 ,高匿   ,HTTPS,江苏南通
182.34.34.68   ,9999 ,高匿   ,HTTPS,山东烟台
120.83.109.43  ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
112.85.170.23  ,9999 ,高匿   ,HTTP ,江苏南通
163.204.243.174,9999 ,高匿   ,HTTPS,广东
117.63.81.186  ,9999 ,高匿   ,HTTPS,江苏常州
163.204.241.124,9999 ,高匿   ,HTTP ,广东
112.85.171.133 ,9999 ,高匿   ,HTTP ,江苏南通
113.121.21.79  ,9999 ,高匿   ,HTTP ,山东
113.121.23.197 ,9999 ,高匿   ,HTTP ,山东
112.85.170.83  ,9999 ,高匿   ,HTTP ,江苏南通
171.80.0.176   ,9999 ,高匿   ,HTTP ,
114.223.102.200,8118 ,高匿   ,HTTP ,江苏无锡
49.86.179.51   ,9999 ,高匿   ,HTTP ,江苏
113.54.153.217 ,1080 ,透明   ,HTTP ,四川成都
60.13.42.208   ,9999 ,高匿   ,HTTP ,甘肃平凉
223.245.34.31  ,65309,透明   ,HTTP ,安徽蚌埠
27.189.134.121 ,53281,高匿   ,HTTP ,河北廊坊
14.115.105.134 ,9797 ,透明   ,HTTP ,广东珠海
163.204.244.103,9999 ,高匿   ,HTTP ,广东
112.85.130.212 ,9999 ,高匿   ,HTTP ,江苏南通
222.189.144.37 ,9999 ,高匿   ,HTTP ,江苏扬州
113.103.226.176,9999 ,高匿   ,HTTP ,广东中山
116.208.55.71  ,9999 ,高匿   ,HTTP ,湖北襄阳市宜城
144.255.48.221 ,9999 ,高匿   ,HTTP ,山东
163.204.242.41 ,9999 ,高匿   ,HTTP ,广东
113.103.227.50 ,9999 ,高匿   ,HTTP ,广东中山
49.84.151.169  ,53281,透明   ,HTTP ,江苏苏州
222.184.7.206  ,40908,高匿   ,HTTP ,江苏淮安
112.85.151.153 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.148.238 ,9999 ,高匿   ,HTTP ,江苏南通
171.80.3.39    ,9999 ,高匿   ,HTTP ,
117.93.138.15  ,53281,透明   ,HTTP ,江苏盐城
112.85.164.51  ,9999 ,高匿   ,HTTP ,江苏南通
121.69.37.6    ,9797 ,透明   ,HTTP ,吉林长春
1.197.204.189  ,9999 ,高匿   ,HTTP ,河南济源
112.87.71.117  ,9999 ,高匿   ,HTTP ,江苏宿迁
122.193.246.100,9999 ,高匿   ,HTTP ,江苏南通
112.87.69.223  ,9999 ,高匿   ,HTTP ,江苏宿迁
123.249.28.188 ,3128 ,透明   ,HTTP ,贵州
123.163.97.246 ,9999 ,高匿   ,HTTP ,河南洛阳
1.197.204.21   ,9999 ,高匿   ,HTTP ,河南济源
122.193.246.93 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.148.179 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.171.40  ,9999 ,高匿   ,HTTP ,江苏南通
60.13.42.203   ,9999 ,高匿   ,HTTP ,甘肃平凉
112.85.166.85  ,9999 ,高匿   ,HTTP ,江苏南通
1.197.204.153  ,9999 ,高匿   ,HTTP ,河南济源
112.85.131.105 ,9999 ,高匿   ,HTTP ,江苏南通
218.64.69.79   ,8080 ,透明   ,HTTP ,江西南昌
120.83.111.19  ,9999 ,高匿   ,HTTP ,广东揭阳市普宁
171.11.179.78  ,9999 ,高匿   ,HTTP ,河南
112.85.165.194 ,9999 ,高匿   ,HTTP ,江苏南通
113.121.21.8   ,9999 ,高匿   ,HTTP ,山东
117.80.24.147  ,9999 ,高匿   ,HTTP ,江苏苏州
163.204.241.130,9999 ,高匿   ,HTTP ,广东
49.86.176.201  ,9999 ,高匿   ,HTTP ,江苏
113.121.47.195 ,9999 ,高匿   ,HTTP ,山东烟台
111.75.223.9   ,35918,高匿   ,HTTP ,江西
221.6.32.214   ,50514,透明   ,HTTP ,江苏南京
171.83.165.25  ,9999 ,高匿   ,HTTP ,
14.20.235.109  ,9797 ,透明   ,HTTP ,广东深圳
118.181.226.216,36430,高匿   ,HTTP ,甘肃兰州
60.216.101.46  ,59351,高匿   ,HTTP ,山东济南
115.29.214.175 ,8118 ,高匿   ,HTTP ,北京
222.89.248.222 ,35045,高匿   ,HTTP ,河南商丘市永城
112.91.218.21  ,9000 ,透明   ,HTTP ,广东河源
58.209.5.94    ,9999 ,高匿   ,HTTP ,江苏苏州
163.204.240.170,9999 ,高匿   ,HTTP ,广东
117.90.1.143   ,9000 ,透明   ,HTTP ,江苏镇江
59.62.121.237  ,9999 ,高匿   ,HTTP ,江西鹰潭
183.129.207.86 ,11206,透明   ,HTTP ,浙江杭州
116.252.39.176 ,53281,透明   ,HTTP ,广西南宁
115.219.47.11  ,8118 ,高匿   ,HTTP ,浙江温州
180.167.197.54 ,808  ,高匿   ,HTTP ,上海
163.125.68.255 ,8888 ,透明   ,HTTP ,广东深圳
163.125.64.183 ,9797 ,透明   ,HTTP ,广东深圳
112.87.68.8    ,9999 ,高匿   ,HTTP ,江苏宿迁
125.123.139.148,9999 ,高匿   ,HTTP ,浙江嘉兴
175.102.3.98   ,8089 ,透明   ,HTTP ,上海
120.84.101.243 ,9999 ,高匿   ,HTTP ,广东珠海
60.13.42.3     ,9999 ,高匿   ,HTTP ,甘肃平凉
1.197.204.82   ,9999 ,高匿   ,HTTP ,河南济源
180.116.12.119 ,9999 ,高匿   ,HTTP ,江苏常州
123.163.122.23 ,9999 ,高匿   ,HTTP ,河南洛阳
36.248.133.30  ,9999 ,高匿   ,HTTP ,福建福州
175.42.122.230 ,9999 ,高匿   ,HTTP ,福建宁德
112.87.70.241  ,9999 ,高匿   ,HTTP ,江苏宿迁
163.204.241.14 ,9999 ,高匿   ,HTTP ,广东
163.204.241.240,9999 ,高匿   ,HTTP ,广东
112.85.170.34  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.169.158 ,9999 ,高匿   ,HTTP ,江苏南通
120.83.106.240 ,9999 ,高匿   ,HTTP ,广东揭阳
112.85.169.49  ,9999 ,高匿   ,HTTP ,江苏南通
112.85.130.189 ,9999 ,高匿   ,HTTP ,江苏南通
1.198.72.145   ,9999 ,高匿   ,HTTP ,河南
117.10.54.3    ,53281,透明   ,HTTP ,天津
14.20.235.199  ,9797 ,透明   ,HTTP ,广东深圳
113.121.21.22  ,9999 ,高匿   ,HTTP ,山东
60.217.64.237  ,31923,高匿   ,HTTP ,山东威海
112.85.168.217 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.130.240 ,9999 ,高匿   ,HTTP ,江苏南通
112.85.170.32  ,9999 ,高匿   ,HTTP ,江苏南通
113.121.20.225 ,9999 ,高匿   ,HTTP ,山东烟台市莱阳
58.255.38.78   ,9000 ,透明   ,HTTP ,广东东莞
1.199.31.141   ,9999 ,高匿   ,HTTP ,河南漯河
27.188.72.54   ,8060 ,高匿名  ,HTTP ,河北省邯郸市  电信
27.203.247.35  ,8060 ,高匿名  ,HTTP ,山东省威海市  联通
163.204.247.13 ,9999 ,高匿名  ,HTTP ,广东省汕尾市  联通
221.2.155.35   ,8060 ,高匿名  ,HTTP ,中国 山东 威海 联通
114.113.220.153,80   ,高匿名  ,HTTP ,北京市北京市  联通
111.11.100.13  ,8060 ,高匿名  ,HTTP ,河北省衡水市  移动
163.204.241.130,9999 ,高匿名  ,HTTP ,广东省汕尾市  联通
136.228.128.14 ,61158,高匿名  ,HTTP ,柬埔寨 金边市
114.113.222.165,80   ,高匿名  ,HTTP ,北京市北京市  联通
121.232.194.130,9000 ,高匿名  ,HTTP ,江苏省镇江市  电信
183.158.205.139,9000 ,高匿名  ,HTTP ,浙江省杭州市  电信
183.129.207.89 ,27704,高匿名  ,HTTP ,浙江省杭州市  电信
111.177.171.10 ,9999 ,高匿名  ,HTTP ,湖北省随州市  电信
101.132.131.158,8118 ,高匿名  ,HTTP ,上海市上海市  阿里云
183.23.73.49   ,3128 ,高匿名  ,HTTP ,中国 广东 东莞 电信
125.110.120.132,9000 ,高匿名  ,HTTP ,中国 浙江省 温州市 电信
60.13.42.176   ,9999 ,高匿名  ,HTTP ,甘肃省平凉市  联通
116.62.134.173 ,9999 ,高匿名  ,HTTP ,浙江省杭州市 阿里云计算有限公司 阿里云
182.92.233.137 ,8118 ,高匿名  ,HTTP ,中国 北京市 北京市 阿里云
163.204.242.251,9999 ,高匿名  ,HTTP ,广东省汕尾市  联通
112.17.65.133  ,8060 ,高匿名  ,HTTP ,浙江省杭州市  移动
27.221.32.140  ,80   ,高匿名  ,HTTP ,山东省青岛市  联通
183.129.207.89 ,28087,高匿名  ,HTTP ,浙江省杭州市  电信
183.129.207.89 ,27985,高匿名  ,HTTP ,浙江省杭州市  电信
113.124.84.217 ,9999 ,高匿名  ,HTTP ,中国 山东省 烟台市 电信
115.29.214.175 ,8118 ,高匿名  ,HTTP ,浙江省杭州市 阿里云计算有限公司 阿里云
45.125.32.181  ,3128 ,高匿名  ,HTTP ,四川省成都市 成都阿尔法云网络科技有限公司
115.159.155.83 ,8118 ,高匿名  ,HTTP ,上海市上海市 腾讯云计算（北京）有限责任公司 腾讯云
111.177.161.65 ,9999 ,高匿名  ,HTTP ,湖北省随州市  电信
163.125.114.63 ,8118 ,高匿名  ,HTTP ,中国 广东省 深圳市 联通
116.209.58.246 ,9999 ,高匿名  ,HTTP ,湖北省仙桃市  电信
180.118.134.23 ,9999 ,高匿名  ,HTTP ,江苏省镇江市  电信
180.104.63.220 ,9000 ,高匿名  ,HTTP ,江苏省徐州市  电信
111.77.22.243  ,9000 ,高匿名  ,HTTP ,江西省九江市  电信
112.247.176.104,8060 ,高匿名  ,HTTP ,山东省威海市  联通
118.187.58.35  ,53281,高匿名  ,HTTP ,北京市海淀区 旭辉信通科技发展（北京）有限公司 联通
117.90.137.152 ,9000 ,高匿名  ,HTTP ,江苏省镇江市  电信
117.90.4.136   ,9000 ,高匿名  ,HTTP ,中国 江苏省 镇江市 电信
124.94.196.204 ,9999 ,高匿名  ,HTTP ,辽宁省阜新市  联通
125.67.25.83   ,48373,高匿名  ,HTTP ,四川省甘孜藏族自治州  电信
115.218.215.68 ,9000 ,高匿名  ,HTTP ,浙江省温州市  电信
183.129.207.80 ,12926,高匿名  ,HTTP ,浙江省杭州市  电信
47.101.42.0    ,8080 ,高匿名  ,HTTP ,上海市上海市  阿里云
122.241.201.106,9000 ,高匿名  ,HTTP ,中国 浙江省 丽水市 电信
112.14.47.6    ,52024,高匿名  ,HTTP ,浙江省宁波市  移动
171.83.164.54  ,9999 ,高匿   ,HTTPS,
27.43.189.249  ,9999 ,高匿   ,HTTPS,广东梅州
112.85.164.215 ,9999 ,高匿   ,HTTPS,江苏南通
113.121.22.152 ,9999 ,高匿   ,HTTPS,山东
113.116.159.172,8118 ,高匿   ,HTTPS,广东深圳
121.63.199.64  ,9999 ,高匿   ,HTTPS,湖北襄阳
182.34.37.203  ,9999 ,高匿   ,HTTPS,山东烟台
116.208.52.209 ,9999 ,高匿   ,HTTPS,湖北襄阳
112.87.69.109  ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.165.40  ,9999 ,高匿   ,HTTPS,江苏南通
61.163.247.10  ,8118 ,高匿   ,HTTPS,河南许昌
124.167.97.198 ,80   ,高匿   ,HTTPS,山西
111.177.113.94 ,9999 ,高匿   ,HTTPS,湖北襄阳
120.78.141.110 ,3128 ,高匿   ,HTTPS,长城宽带
49.86.178.139  ,9999 ,高匿   ,HTTPS,江苏
111.177.172.237,9999 ,高匿   ,HTTPS,湖北随州
1.192.240.234  ,9999 ,高匿   ,HTTPS,河南郑州
117.85.104.52  ,9999 ,高匿   ,HTTPS,江苏无锡
118.24.151.76  ,8118 ,高匿   ,HTTPS,
36.99.215.29   ,9999 ,高匿   ,HTTPS,浙江
113.121.22.92  ,808  ,高匿   ,HTTPS,山东
115.219.41.71  ,8118 ,高匿   ,HTTPS,浙江温州
125.119.31.120 ,8118 ,透明   ,HTTPS,浙江杭州
58.22.177.55   ,9999 ,高匿   ,HTTPS,福建南平
113.54.213.131 ,1080 ,透明   ,HTTPS,四川成都
223.241.78.61  ,8010 ,高匿   ,HTTPS,安徽芜湖
218.73.128.27  ,9999 ,高匿   ,HTTPS,浙江温州
36.99.215.18   ,9999 ,高匿   ,HTTPS,浙江
36.99.214.222  ,9999 ,高匿   ,HTTPS,浙江
112.85.172.44  ,9999 ,高匿   ,HTTPS,江苏南通
36.99.213.189  ,9999 ,高匿   ,HTTPS,浙江
36.99.213.110  ,9999 ,高匿   ,HTTPS,浙江
123.13.247.57  ,9999 ,透明   ,HTTPS,河南许昌
114.249.115.117,9000 ,透明   ,HTTPS,北京
171.38.67.104  ,8123 ,高匿   ,HTTPS,广西玉林
180.106.141.240,8118 ,高匿   ,HTTPS,江苏苏州
182.46.218.76  ,8118 ,高匿   ,HTTPS,山东济南
1.192.240.112  ,9999 ,高匿   ,HTTPS,河南郑州
112.87.71.32   ,9999 ,高匿   ,HTTPS,江苏宿迁
112.85.151.0   ,9999 ,高匿   ,HTTPS,江苏南通
113.128.30.247 ,808  ,高匿   ,HTTPS,山东济南
112.85.170.79  ,9999 ,高匿   ,HTTPS,江苏南通
113.121.20.243 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
114.238.170.21 ,9999 ,高匿   ,HTTPS,江苏淮安
27.40.157.122  ,9999 ,高匿   ,HTTPS,广东湛江
1.198.73.204   ,9999 ,高匿   ,HTTPS,河南
117.22.42.43   ,8118 ,透明   ,HTTPS,陕西西安
58.253.159.6   ,9999 ,高匿   ,HTTPS,广东揭阳
49.86.176.232  ,9999 ,高匿   ,HTTPS,江苏
58.219.63.32   ,9999 ,高匿   ,HTTPS,江苏无锡
59.110.21.3    ,3128 ,透明   ,HTTPS,广东深圳
112.87.69.10   ,9999 ,高匿   ,HTTPS,江苏宿迁
112.87.68.30   ,9999 ,高匿   ,HTTPS,江苏宿迁
112.95.21.114  ,8888 ,透明   ,HTTPS,广东深圳
122.237.105.119,80   ,高匿   ,HTTPS,浙江绍兴
112.85.131.179 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.167.20  ,9999 ,高匿   ,HTTPS,江苏南通
27.40.129.141  ,61234,高匿   ,HTTPS,广东湛江
182.34.35.21   ,9999 ,高匿   ,HTTPS,山东烟台
120.83.101.18  ,808  ,高匿   ,HTTPS,广东揭阳市普宁
120.83.110.206 ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
1.198.73.142   ,9999 ,高匿   ,HTTPS,河南
163.204.243.32 ,9999 ,高匿   ,HTTPS,广东
182.138.229.63 ,1080 ,透明   ,HTTPS,四川乐山
112.85.170.163 ,9999 ,高匿   ,HTTPS,江苏南通
112.87.68.87   ,9999 ,高匿   ,HTTPS,江苏宿迁
123.8.125.221  ,9999 ,高匿   ,HTTPS,河南濮阳
125.122.19.205 ,53281,高匿   ,HTTPS,浙江杭州
117.81.103.64  ,9999 ,高匿   ,HTTPS,江苏苏州
121.41.20.245  ,3128 ,透明   ,HTTPS,福建泉州
120.27.23.233  ,3128 ,透明   ,HTTPS,北京
114.55.236.62  ,8118 ,透明   ,HTTPS,北京
60.205.57.4    ,3128 ,透明   ,HTTPS,广东深圳
210.34.24.103  ,3128 ,高匿   ,HTTPS,福建宁德
182.92.105.136 ,3128 ,透明   ,HTTPS,浙江杭州
106.15.176.75  ,3128 ,透明   ,HTTPS,
118.190.145.138,9001 ,高匿   ,HTTPS,广西
112.85.128.91  ,9999 ,高匿   ,HTTPS,江苏南通
116.208.54.145 ,9999 ,高匿   ,HTTPS,湖北襄阳
182.116.238.51 ,9999 ,高匿   ,HTTPS,河南濮阳
163.125.73.110 ,9797 ,透明   ,HTTPS,广东深圳
112.85.169.105 ,9999 ,高匿   ,HTTPS,江苏南通
171.37.157.38  ,8123 ,高匿   ,HTTPS,广西
112.85.130.58  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.131.166 ,9999 ,高匿   ,HTTPS,江苏南通
222.29.32.33   ,1080 ,透明   ,HTTPS,北京
112.85.174.83  ,9999 ,高匿   ,HTTPS,江苏南通
112.85.168.85  ,9999 ,高匿   ,HTTPS,江苏南通
120.83.122.42  ,9999 ,高匿   ,HTTPS,广东揭阳
113.57.34.219  ,808  ,高匿   ,HTTPS,湖北武汉
27.43.191.72   ,9999 ,高匿   ,HTTPS,广东梅州
111.177.113.162,9999 ,高匿   ,HTTPS,湖北襄阳
113.121.22.35  ,9999 ,高匿   ,HTTPS,山东
223.241.116.96 ,8010 ,高匿   ,HTTPS,安徽
113.124.86.127 ,9999 ,高匿   ,HTTPS,山东烟台
112.87.65.48   ,9999 ,高匿   ,HTTPS,江苏宿迁
111.226.228.172,8118 ,高匿   ,HTTPS,河北沧州
118.25.40.97   ,80   ,透明   ,HTTPS,辽宁
221.227.74.184 ,9999 ,高匿   ,HTTPS,江苏无锡
36.99.214.105  ,9999 ,高匿   ,HTTPS,浙江
112.85.128.28  ,9999 ,高匿   ,HTTPS,江苏南通
120.83.107.33  ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
120.83.107.195 ,9999 ,高匿   ,HTTPS,广东揭阳市普宁
117.85.48.4    ,9999 ,高匿   ,HTTPS,江苏无锡
175.155.142.63 ,1133 ,高匿   ,HTTPS,四川德阳
218.60.8.83    ,3129 ,透明   ,HTTPS,辽宁沈阳
123.163.97.94  ,9999 ,高匿   ,HTTPS,河南洛阳
120.83.105.66  ,9999 ,高匿   ,HTTPS,广东揭阳
112.85.171.99  ,9999 ,高匿   ,HTTPS,江苏南通
114.119.116.92 ,61066,高匿   ,HTTPS,广东深圳
60.13.42.113   ,9999 ,高匿   ,HTTPS,甘肃平凉
1.197.203.144  ,9999 ,高匿   ,HTTPS,河南济源
114.67.235.233 ,3128 ,透明   ,HTTPS,北京
222.89.32.190  ,9999 ,高匿   ,HTTPS,河南济源
112.85.168.48  ,9999 ,高匿   ,HTTPS,江苏南通
1.197.204.104  ,9999 ,高匿   ,HTTPS,河南济源
112.85.165.173 ,9999 ,高匿   ,HTTPS,江苏南通
116.209.57.241 ,9999 ,高匿   ,HTTPS,湖北仙桃
120.83.122.245 ,9999 ,高匿   ,HTTPS,广东揭阳
121.206.244.135,53281,透明   ,HTTPS,福建南平
1.197.11.50    ,9999 ,高匿   ,HTTPS,河南许昌
1.197.16.63    ,9999 ,高匿   ,HTTPS,河南许昌
60.13.42.252   ,9999 ,高匿   ,HTTPS,甘肃平凉
140.246.122.132,808  ,高匿   ,HTTPS,山东
122.193.244.22 ,9999 ,高匿   ,HTTPS,江苏南通
218.75.69.50   ,39590,高匿   ,HTTPS,浙江杭州
112.85.167.192 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.167.247 ,9999 ,高匿   ,HTTPS,江苏南通
1.197.203.48   ,9999 ,高匿   ,HTTPS,河南济源
121.231.106.155,9999 ,高匿   ,HTTPS,江苏常州
112.85.128.210 ,9999 ,高匿   ,HTTPS,江苏南通
27.43.187.35   ,9999 ,高匿   ,HTTPS,广东梅州
218.22.7.62    ,53281,透明   ,HTTPS,安徽合肥
115.213.60.133 ,53281,透明   ,HTTPS,浙江宁波
183.129.207.91 ,11056,透明   ,HTTPS,浙江杭州
113.121.22.63  ,9999 ,高匿   ,HTTPS,山东
119.254.94.114 ,45691,高匿   ,HTTPS,北京
1.199.31.87    ,9999 ,高匿   ,HTTPS,河南漯河
1.199.31.86    ,9999 ,高匿   ,HTTPS,河南漯河
1.192.240.208  ,9999 ,高匿   ,HTTPS,河南郑州
123.139.56.238 ,9999 ,透明   ,HTTPS,陕西西安
27.43.188.189  ,9999 ,高匿   ,HTTPS,广东梅州
113.119.38.158 ,3128 ,透明   ,HTTPS,广东广州
221.239.86.26  ,46164,高匿   ,HTTPS,天津
124.237.83.14  ,53281,透明   ,HTTPS,河北秦皇岛
116.113.27.170 ,47849,高匿   ,HTTPS,内蒙古呼和浩特
27.40.151.102  ,9999 ,高匿   ,HTTPS,广东湛江
211.159.171.58 ,80   ,高匿   ,HTTPS,北京
220.168.52.245 ,55255,高匿   ,HTTPS,湖南长沙
218.241.219.226,9999 ,透明   ,HTTPS,北京
121.69.13.242  ,53281,高匿   ,HTTPS,吉林长春
42.59.87.86    ,1133 ,高匿   ,HTTPS,辽宁
113.108.242.36 ,47713,高匿   ,HTTPS,广东广州
180.116.48.17  ,9999 ,高匿   ,HTTPS,江苏常州
117.63.192.131 ,9999 ,高匿   ,HTTPS,江苏常州市溧阳
125.125.46.131 ,8010 ,高匿   ,HTTPS,浙江湖州
218.24.16.198  ,43620,高匿   ,HTTPS,辽宁铁岭
117.90.2.101   ,9999 ,高匿   ,HTTPS,江苏镇江
113.121.20.203 ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
171.83.167.190 ,9999 ,高匿   ,HTTPS,
223.241.79.234 ,8010 ,高匿   ,HTTPS,安徽芜湖
223.242.131.98 ,9999 ,高匿   ,HTTPS,安徽阜阳
116.209.58.246 ,9999 ,高匿   ,HTTPS,湖北仙桃
119.130.105.113,3128 ,透明   ,HTTPS,广东广州市天河区
218.106.98.171 ,53281,透明   ,HTTPS,江苏扬州
1.197.204.143  ,9999 ,高匿   ,HTTPS,河南济源
113.121.20.13  ,9999 ,高匿   ,HTTPS,山东烟台市莱阳
112.85.128.146 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.168.192 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.169.112 ,9999 ,高匿   ,HTTPS,江苏南通
112.85.170.115 ,9999 ,高匿   ,HTTPS,江苏南通
175.155.142.49 ,808  ,高匿   ,HTTPS,四川德阳
112.85.148.46  ,9999 ,高匿   ,HTTPS,江苏南通
122.193.230.204,9999 ,高匿   ,HTTPS,江苏南通
